student_gpa_band,student_gre_band,program_id,admit_result,term
3.4-3.5,310-319,P003208,Reject,Fall 2026
3.5-3.7,,P000244,Admit,Fall 2024
3.2-3.4,310-319,P000014,Reject,Fall 2022
3.5-3.7,320-329,P000431,Admit,Fall 2025
3.7-3.9,300-309,P004872,Admit,Fall 2024
3.2-3.4,,P001315,Waitlist,Fall 2025
2.8-3.0,,P000515,Waitlist,Fall 2025
3.4-3.5,310-319,P000124,Reject,Fall 2026
3.9-4.0,310-319,P000913,Admit,Fall 2023
3.5-3.7,310-319,P004284,Reject,Fall 2026
3.7-3.9,290-299,P003342,Waitlist,Fall 2024
3.5-3.7,,P000270,Reject,Fall 2026
3.9-4.0,310-319,P003589,Reject,Fall 2024
3.5-3.7,,P003381,Admit,Fall 2025
3.5-3.7,,P001991,Admit,Fall 2025
3.7-3.9,320-329,P002691,Waitlist,Fall 2026
3.7-3.9,310-319,P002790,Admit,Fall 2024
3.4-3.5,320-329,P003781,Admit,Fall 2026
3.9-4.0,330-340,P003063,Reject,Fall 2025
3.9-4.0,320-329,P001562,Admit,Fall 2025
3.7-3.9,320-329,P001795,Waitlist,Fall 2022
3.7-3.9,,P004623,Admit,Fall 2022
3.7-3.9,310-319,P002430,Admit,Fall 2026
3.5-3.7,290-299,P001485,Waitlist,Fall 2023
3.7-3.9,300-309,P004218,Admit,Fall 2024
3.2-3.4,320-329,P003542,Admit,Fall 2026
2.8-3.0,,P000164,Admit,Fall 2024
3.5-3.7,,P001088,Reject,Fall 2026
3.9-4.0,310-319,P003416,Admit,Fall 2024
3.5-3.7,300-309,P001976,Reject,Fall 2023
3.7-3.9,320-329,P004524,Admit,Fall 2024
3.0-3.2,310-319,P000018,Admit,Fall 2025
3.7-3.9,310-319,P004526,Admit,Fall 2024
3.0-3.2,330-340,P002163,Admit,Fall 2024
3.4-3.5,320-329,P002825,Admit,Fall 2024
3.9-4.0,310-319,P001169,Admit,Fall 2025
3.7-3.9,,P002784,Reject,Fall 2022
3.5-3.7,320-329,P003281,Reject,Fall 2023
3.5-3.7,320-329,P000925,Admit,Fall 2024
3.5-3.7,,P004544,Reject,Fall 2025
3.2-3.4,310-319,P002009,Reject,Fall 2022
3.4-3.5,,P001869,Admit,Fall 2025
3.5-3.7,,P004413,Admit,Fall 2026
3.9-4.0,320-329,P003108,Waitlist,Fall 2024
3.2-3.4,310-319,P003112,Admit,Fall 2026
3.7-3.9,290-299,P001204,Admit,Fall 2026
3.5-3.7,,P002158,Reject,Fall 2021
3.2-3.4,,P003527,Waitlist,Fall 2026
3.9-4.0,,P003995,Admit,Fall 2026
3.9-4.0,,P002289,Admit,Fall 2026
3.7-3.9,310-319,P004175,Admit,Fall 2025
3.2-3.4,310-319,P004465,Reject,Fall 2026
3.5-3.7,320-329,P003167,Admit,Fall 2026
3.9-4.0,,P000617,Admit,Fall 2025
3.5-3.7,310-319,P000893,Admit,Fall 2021
3.7-3.9,,P004298,Admit,Fall 2021
3.5-3.7,320-329,P001543,Admit,Fall 2021
3.7-3.9,300-309,P000088,Reject,Fall 2025
3.5-3.7,320-329,P001383,Admit,Fall 2026
3.7-3.9,310-319,P000948,Admit,Fall 2026
3.5-3.7,320-329,P004716,Admit,Fall 2023
3.0-3.2,320-329,P003142,Waitlist,Fall 2026
3.5-3.7,,P002550,Reject,Fall 2025
3.5-3.7,320-329,P000714,Waitlist,Fall 2026
3.7-3.9,300-309,P000242,Waitlist,Fall 2022
3.9-4.0,,P001375,Waitlist,Fall 2024
3.2-3.4,320-329,P002534,Reject,Fall 2025
3.5-3.7,,P001583,Reject,Fall 2026
3.4-3.5,,P001330,Admit,Fall 2023
2.8-3.0,,P002530,Admit,Fall 2025
3.2-3.4,,P000075,Reject,Fall 2025
3.4-3.5,,P002394,Admit,Fall 2026
3.9-4.0,,P003891,Admit,Fall 2026
3.7-3.9,300-309,P004854,Reject,Fall 2023
2.8-3.0,330-340,P001230,Waitlist,Fall 2024
3.7-3.9,310-319,P001691,Waitlist,Fall 2023
3.7-3.9,320-329,P002889,Admit,Fall 2024
3.4-3.5,330-340,P000944,Admit,Fall 2026
3.2-3.4,,P002706,Reject,Fall 2023
3.5-3.7,310-319,P002811,Admit,Fall 2024
3.4-3.5,330-340,P000074,Admit,Fall 2024
3.4-3.5,,P001789,Reject,Fall 2024
3.7-3.9,310-319,P002508,Admit,Fall 2025
3.7-3.9,300-309,P003386,Reject,Fall 2024
3.7-3.9,300-309,P000206,Admit,Fall 2025
3.5-3.7,,P002861,Admit,Fall 2024
3.4-3.5,,P001573,Admit,Fall 2025
3.4-3.5,310-319,P002742,Admit,Fall 2024
2.8-3.0,300-309,P004758,Reject,Fall 2025
3.4-3.5,,P004051,Waitlist,Fall 2026
3.5-3.7,310-319,P003201,Admit,Fall 2025
3.4-3.5,330-340,P004343,Admit,Fall 2023
3.4-3.5,,P001450,Admit,Fall 2025
3.4-3.5,320-329,P003726,Reject,Fall 2025
2.8-3.0,,P003354,Reject,Fall 2025
3.9-4.0,,P001730,Admit,Fall 2024
3.4-3.5,320-329,P000792,Reject,Fall 2021
3.4-3.5,310-319,P004237,Admit,Fall 2026
3.5-3.7,300-309,P000558,Admit,Fall 2025
3.9-4.0,300-309,P003117,Admit,Fall 2024
3.2-3.4,320-329,P001210,Reject,Fall 2024
3.5-3.7,,P004794,Admit,Fall 2025
3.7-3.9,320-329,P002897,Reject,Fall 2026
3.5-3.7,330-340,P002853,Admit,Fall 2026
3.2-3.4,,P003201,Admit,Fall 2026
3.9-4.0,310-319,P000549,Reject,Fall 2026
3.5-3.7,300-309,P002853,Admit,Fall 2026
3.4-3.5,330-340,P000733,Admit,Fall 2026
3.4-3.5,310-319,P002882,Admit,Fall 2025
3.4-3.5,320-329,P003385,Admit,Fall 2026
3.5-3.7,290-299,P004885,Admit,Fall 2023
3.5-3.7,,P003926,Waitlist,Fall 2024
3.4-3.5,,P004261,Reject,Fall 2023
2.8-3.0,,P004597,Reject,Fall 2023
3.9-4.0,320-329,P003251,Reject,Fall 2025
3.5-3.7,320-329,P001836,Admit,Fall 2025
3.2-3.4,,P004490,Reject,Fall 2025
3.7-3.9,,P001791,Admit,Fall 2026
3.4-3.5,,P003686,Admit,Fall 2025
3.9-4.0,,P003477,Admit,Fall 2025
3.5-3.7,330-340,P001321,Admit,Fall 2025
3.5-3.7,330-340,P001011,Waitlist,Fall 2026
3.0-3.2,310-319,P002449,Reject,Fall 2025
3.5-3.7,320-329,P003838,Admit,Fall 2026
3.7-3.9,320-329,P004055,Admit,Fall 2025
3.2-3.4,310-319,P001253,Reject,Fall 2025
3.5-3.7,310-319,P001294,Reject,Fall 2026
3.2-3.4,310-319,P003626,Reject,Fall 2026
3.4-3.5,320-329,P004046,Admit,Fall 2023
3.5-3.7,,P004688,Admit,Fall 2023
3.5-3.7,320-329,P000549,Admit,Fall 2024
3.2-3.4,,P004089,Admit,Fall 2023
3.5-3.7,,P000276,Admit,Fall 2023
3.7-3.9,320-329,P003076,Admit,Fall 2024
3.4-3.5,310-319,P002295,Admit,Fall 2025
3.9-4.0,,P001482,Admit,Fall 2026
3.9-4.0,,P001868,Reject,Fall 2024
3.2-3.4,320-329,P004381,Waitlist,Fall 2025
3.7-3.9,310-319,P002394,Admit,Fall 2025
3.5-3.7,310-319,P000817,Reject,Fall 2024
3.4-3.5,,P003288,Reject,Fall 2025
3.9-4.0,,P002603,Admit,Fall 2026
3.5-3.7,310-319,P000072,Reject,Fall 2026
3.0-3.2,310-319,P000297,Admit,Fall 2022
3.7-3.9,,P004424,Admit,Fall 2024
3.9-4.0,310-319,P002808,Admit,Fall 2025
3.7-3.9,,P000978,Admit,Fall 2025
3.7-3.9,320-329,P003946,Admit,Fall 2024
3.7-3.9,,P000984,Reject,Fall 2026
3.5-3.7,320-329,P002183,Waitlist,Fall 2024
3.4-3.5,290-299,P002812,Admit,Fall 2023
3.2-3.4,310-319,P000593,Reject,Fall 2025
3.7-3.9,330-340,P002314,Waitlist,Fall 2023
3.0-3.2,,P001149,Reject,Fall 2025
2.8-3.0,320-329,P001985,Reject,Fall 2025
3.7-3.9,,P003485,Admit,Fall 2023
3.7-3.9,310-319,P004348,Reject,Fall 2023
3.5-3.7,320-329,P001995,Waitlist,Fall 2023
3.5-3.7,310-319,P001610,Admit,Fall 2025
3.5-3.7,310-319,P001282,Admit,Fall 2025
3.4-3.5,,P001184,Reject,Fall 2024
3.7-3.9,,P003147,Admit,Fall 2023
3.9-4.0,310-319,P004408,Admit,Fall 2025
3.7-3.9,310-319,P001672,Admit,Fall 2024
3.9-4.0,310-319,P002783,Admit,Fall 2026
3.9-4.0,,P003668,Waitlist,Fall 2025
3.5-3.7,310-319,P002394,Admit,Fall 2025
3.7-3.9,,P002211,Waitlist,Fall 2025
3.4-3.5,320-329,P004584,Admit,Fall 2025
3.4-3.5,310-319,P001430,Reject,Fall 2025
3.7-3.9,,P001565,Admit,Fall 2023
2.8-3.0,,P003406,Reject,Fall 2024
3.2-3.4,,P004065,Admit,Fall 2026
3.7-3.9,,P000461,Reject,Fall 2023
3.5-3.7,,P003635,Waitlist,Fall 2022
3.5-3.7,310-319,P003613,Admit,Fall 2023
3.7-3.9,310-319,P004555,Admit,Fall 2026
3.5-3.7,320-329,P000529,Admit,Fall 2025
3.7-3.9,310-319,P001311,Reject,Fall 2025
3.7-3.9,310-319,P000515,Admit,Fall 2026
3.5-3.7,300-309,P003373,Admit,Fall 2025
3.5-3.7,320-329,P004696,Admit,Fall 2026
3.5-3.7,,P001966,Admit,Fall 2025
3.7-3.9,,P004978,Waitlist,Fall 2026
3.4-3.5,,P003666,Reject,Fall 2026
3.4-3.5,310-319,P000234,Admit,Fall 2021
3.7-3.9,,P000472,Reject,Fall 2026
3.7-3.9,,P001116,Admit,Fall 2025
3.5-3.7,,P001242,Reject,Fall 2025
3.5-3.7,330-340,P003131,Reject,Fall 2024
3.4-3.5,300-309,P004345,Waitlist,Fall 2026
3.5-3.7,300-309,P002886,Admit,Fall 2023
3.4-3.5,300-309,P001064,Reject,Fall 2023
3.4-3.5,,P002731,Admit,Fall 2024
3.9-4.0,,P003046,Admit,Fall 2024
3.7-3.9,320-329,P001387,Admit,Fall 2026
3.4-3.5,320-329,P004406,Admit,Fall 2026
3.4-3.5,320-329,P004210,Reject,Fall 2026
3.5-3.7,,P001407,Admit,Fall 2024
3.2-3.4,,P001562,Reject,Fall 2024
3.2-3.4,330-340,P000455,Admit,Fall 2023
3.5-3.7,320-329,P004495,Admit,Fall 2026
3.9-4.0,310-319,P002834,Admit,Fall 2026
3.7-3.9,310-319,P004416,Reject,Fall 2022
3.2-3.4,330-340,P003785,Admit,Fall 2025
3.7-3.9,,P004343,Admit,Fall 2025
3.5-3.7,320-329,P000362,Reject,Fall 2026
3.0-3.2,300-309,P001463,Admit,Fall 2024
3.2-3.4,300-309,P003304,Admit,Fall 2025
3.5-3.7,,P001844,Admit,Fall 2024
3.7-3.9,,P004674,Waitlist,Fall 2024
3.9-4.0,310-319,P001169,Admit,Fall 2026
3.5-3.7,,P001562,Admit,Fall 2024
3.5-3.7,,P001917,Admit,Fall 2025
3.5-3.7,320-329,P004142,Admit,Fall 2026
3.7-3.9,320-329,P003805,Admit,Fall 2025
3.0-3.2,310-319,P000631,Admit,Fall 2023
3.5-3.7,310-319,P003997,Reject,Fall 2026
3.2-3.4,310-319,P001471,Reject,Fall 2024
3.7-3.9,,P004724,Reject,Fall 2026
3.5-3.7,320-329,P004712,Admit,Fall 2023
3.7-3.9,310-319,P004909,Reject,Fall 2021
3.5-3.7,300-309,P003198,Reject,Fall 2025
3.4-3.5,310-319,P001821,Admit,Fall 2022
3.4-3.5,330-340,P002128,Admit,Fall 2024
3.4-3.5,,P004672,Reject,Fall 2023
2.8-3.0,310-319,P000813,Reject,Fall 2026
3.5-3.7,310-319,P001946,Reject,Fall 2026
3.7-3.9,310-319,P004874,Admit,Fall 2024
3.5-3.7,320-329,P004957,Admit,Fall 2026
3.2-3.4,,P003443,Admit,Fall 2025
3.7-3.9,320-329,P004777,Reject,Fall 2021
3.0-3.2,300-309,P003308,Reject,Fall 2026
3.4-3.5,,P003202,Admit,Fall 2024
3.2-3.4,,P004811,Reject,Fall 2026
3.4-3.5,320-329,P003746,Admit,Fall 2023
3.7-3.9,310-319,P004587,Reject,Fall 2024
3.9-4.0,300-309,P002861,Admit,Fall 2023
3.9-4.0,310-319,P004585,Admit,Fall 2026
3.5-3.7,320-329,P001118,Reject,Fall 2025
3.0-3.2,330-340,P002617,Admit,Fall 2024
3.5-3.7,310-319,P000942,Reject,Fall 2026
2.8-3.0,320-329,P004393,Reject,Fall 2023
3.7-3.9,,P002764,Admit,Fall 2024
3.2-3.4,,P003763,Admit,Fall 2024
2.8-3.0,330-340,P004131,Admit,Fall 2025
3.2-3.4,310-319,P001662,Admit,Fall 2022
3.7-3.9,,P001628,Admit,Fall 2025
3.0-3.2,,P000603,Admit,Fall 2026
3.7-3.9,320-329,P001188,Waitlist,Fall 2021
3.4-3.5,,P001241,Waitlist,Fall 2026
3.9-4.0,,P004212,Admit,Fall 2026
3.0-3.2,330-340,P002418,Reject,Fall 2026
3.7-3.9,,P001017,Waitlist,Fall 2026
3.0-3.2,320-329,P003315,Reject,Fall 2026
3.2-3.4,300-309,P003947,Admit,Fall 2022
3.4-3.5,,P000671,Admit,Fall 2022
3.7-3.9,320-329,P000501,Admit,Fall 2023
3.7-3.9,,P002858,Admit,Fall 2025
3.7-3.9,,P000643,Reject,Fall 2026
2.8-3.0,320-329,P004827,Admit,Fall 2026
3.5-3.7,310-319,P000629,Reject,Fall 2026
3.7-3.9,,P002495,Reject,Fall 2026
2.8-3.0,,P002184,Reject,Fall 2026
3.5-3.7,,P002118,Reject,Fall 2022
3.2-3.4,310-319,P000531,Admit,Fall 2025
3.4-3.5,310-319,P000961,Reject,Fall 2024
3.7-3.9,,P001354,Admit,Fall 2026
3.0-3.2,,P003177,Reject,Fall 2026
3.0-3.2,310-319,P003242,Waitlist,Fall 2026
3.9-4.0,310-319,P003777,Admit,Fall 2022
3.5-3.7,,P003966,Reject,Fall 2022
3.5-3.7,310-319,P001027,Admit,Fall 2025
3.4-3.5,300-309,P002850,Admit,Fall 2025
3.7-3.9,,P000512,Admit,Fall 2024
3.5-3.7,,P000356,Admit,Fall 2026
3.9-4.0,,P003052,Admit,Fall 2025
3.7-3.9,310-319,P003966,Admit,Fall 2024
3.7-3.9,,P001342,Admit,Fall 2022
3.7-3.9,310-319,P000218,Admit,Fall 2023
3.5-3.7,320-329,P004617,Reject,Fall 2025
3.7-3.9,320-329,P002232,Admit,Fall 2023
3.5-3.7,310-319,P001803,Admit,Fall 2025
3.7-3.9,,P000094,Admit,Fall 2025
3.5-3.7,320-329,P002106,Reject,Fall 2023
3.5-3.7,,P004465,Admit,Fall 2025
2.8-3.0,330-340,P004933,Admit,Fall 2026
3.2-3.4,,P004897,Admit,Fall 2022
3.4-3.5,,P000273,Reject,Fall 2023
3.5-3.7,310-319,P002631,Admit,Fall 2026
3.5-3.7,,P001084,Admit,Fall 2026
3.4-3.5,,P003522,Admit,Fall 2026
3.9-4.0,310-319,P001902,Admit,Fall 2026
3.4-3.5,,P000393,Reject,Fall 2026
3.5-3.7,320-329,P001773,Admit,Fall 2026
3.2-3.4,310-319,P001543,Admit,Fall 2025
3.7-3.9,310-319,P002830,Reject,Fall 2026
3.2-3.4,,P003547,Reject,Fall 2024
3.4-3.5,,P003673,Admit,Fall 2026
3.5-3.7,,P002698,Admit,Fall 2024
3.7-3.9,,P000711,Waitlist,Fall 2024
3.7-3.9,,P004904,Admit,Fall 2021
3.4-3.5,310-319,P004751,Reject,Fall 2025
3.9-4.0,330-340,P003656,Admit,Fall 2025
3.7-3.9,320-329,P002985,Admit,Fall 2026
3.5-3.7,,P001925,Reject,Fall 2023
3.4-3.5,,P004294,Admit,Fall 2023
3.5-3.7,,P003913,Admit,Fall 2026
3.5-3.7,,P001132,Reject,Fall 2023
3.2-3.4,320-329,P001346,Admit,Fall 2025
3.5-3.7,320-329,P004611,Admit,Fall 2026
3.5-3.7,310-319,P003732,Reject,Fall 2025
3.0-3.2,330-340,P003364,Admit,Fall 2023
3.0-3.2,,P001953,Admit,Fall 2024
2.8-3.0,300-309,P004291,Reject,Fall 2025
3.5-3.7,300-309,P002178,Admit,Fall 2022
3.7-3.9,300-309,P000465,Reject,Fall 2025
3.5-3.7,300-309,P000904,Admit,Fall 2025
3.7-3.9,300-309,P003809,Reject,Fall 2023
3.9-4.0,300-309,P003575,Admit,Fall 2023
3.7-3.9,320-329,P004570,Admit,Fall 2021
3.5-3.7,,P001176,Admit,Fall 2025
3.7-3.9,,P004778,Admit,Fall 2023
3.5-3.7,320-329,P004418,Reject,Fall 2023
3.5-3.7,320-329,P000477,Admit,Fall 2024
3.7-3.9,300-309,P002055,Waitlist,Fall 2025
3.7-3.9,,P002385,Reject,Fall 2026
3.5-3.7,320-329,P001884,Admit,Fall 2025
3.7-3.9,320-329,P002814,Admit,Fall 2021
3.5-3.7,,P004894,Reject,Fall 2024
3.9-4.0,,P001582,Admit,Fall 2025
3.4-3.5,,P004733,Reject,Fall 2026
2.8-3.0,310-319,P000123,Reject,Fall 2026
3.7-3.9,310-319,P004630,Reject,Fall 2026
3.4-3.5,310-319,P000669,Admit,Fall 2026
3.7-3.9,,P002397,Admit,Fall 2026
3.4-3.5,300-309,P002798,Reject,Fall 2023
3.4-3.5,,P004302,Reject,Fall 2025
3.0-3.2,,P001353,Admit,Fall 2022
3.7-3.9,,P004596,Admit,Fall 2025
3.5-3.7,290-299,P001892,Reject,Fall 2025
3.5-3.7,320-329,P002831,Reject,Fall 2025
3.7-3.9,320-329,P004773,Reject,Fall 2026
2.8-3.0,310-319,P003955,Admit,Fall 2025
3.7-3.9,,P003767,Reject,Fall 2023
3.2-3.4,,P002842,Waitlist,Fall 2024
3.9-4.0,330-340,P002533,Reject,Fall 2026
3.5-3.7,310-319,P003318,Reject,Fall 2025
3.4-3.5,,P002564,Admit,Fall 2023
3.5-3.7,310-319,P004385,Reject,Fall 2021
3.2-3.4,300-309,P004065,Reject,Fall 2026
3.4-3.5,,P002517,Admit,Fall 2022
3.2-3.4,,P004733,Reject,Fall 2024
3.0-3.2,,P002646,Waitlist,Fall 2025
3.2-3.4,300-309,P002612,Reject,Fall 2025
3.4-3.5,320-329,P002312,Waitlist,Fall 2023
3.9-4.0,300-309,P003377,Waitlist,Fall 2026
3.9-4.0,310-319,P004163,Admit,Fall 2023
3.7-3.9,300-309,P003238,Waitlist,Fall 2025
3.9-4.0,,P004129,Admit,Fall 2025
3.7-3.9,,P004644,Admit,Fall 2026
3.9-4.0,,P001247,Admit,Fall 2024
3.7-3.9,310-319,P001275,Admit,Fall 2026
2.8-3.0,300-309,P000588,Reject,Fall 2024
3.7-3.9,320-329,P000803,Waitlist,Fall 2025
3.7-3.9,330-340,P002947,Reject,Fall 2025
3.7-3.9,,P004226,Admit,Fall 2026
3.5-3.7,,P002547,Admit,Fall 2025
3.5-3.7,,P004558,Admit,Fall 2023
2.8-3.0,320-329,P002009,Reject,Fall 2026
3.7-3.9,300-309,P000317,Admit,Fall 2024
3.5-3.7,320-329,P000201,Admit,Fall 2025
3.4-3.5,,P002088,Admit,Fall 2023
3.0-3.2,,P001948,Reject,Fall 2025
3.4-3.5,310-319,P000869,Admit,Fall 2024
3.7-3.9,310-319,P000912,Reject,Fall 2025
3.5-3.7,,P003778,Reject,Fall 2023
3.7-3.9,,P004926,Admit,Fall 2025
3.0-3.2,,P003009,Reject,Fall 2024
3.9-4.0,310-319,P004148,Admit,Fall 2026
3.9-4.0,290-299,P003995,Reject,Fall 2022
3.7-3.9,,P000687,Admit,Fall 2026
3.5-3.7,310-319,P000755,Waitlist,Fall 2021
3.5-3.7,310-319,P004622,Waitlist,Fall 2024
3.2-3.4,310-319,P002565,Reject,Fall 2026
3.7-3.9,320-329,P000526,Admit,Fall 2025
3.4-3.5,310-319,P000547,Admit,Fall 2023
3.4-3.5,,P003202,Admit,Fall 2021
3.4-3.5,290-299,P003963,Reject,Fall 2025
3.5-3.7,310-319,P002589,Admit,Fall 2025
3.7-3.9,,P000794,Admit,Fall 2026
3.4-3.5,,P002791,Reject,Fall 2025
3.7-3.9,,P000836,Reject,Fall 2024
3.0-3.2,,P001475,Admit,Fall 2026
3.5-3.7,300-309,P001470,Admit,Fall 2025
3.2-3.4,,P003301,Reject,Fall 2025
3.4-3.5,,P001302,Reject,Fall 2026
2.8-3.0,300-309,P001318,Reject,Fall 2025
3.5-3.7,310-319,P004409,Reject,Fall 2024
3.5-3.7,310-319,P004828,Admit,Fall 2025
3.4-3.5,320-329,P004655,Admit,Fall 2022
3.5-3.7,320-329,P004295,Waitlist,Fall 2026
3.7-3.9,,P004602,Admit,Fall 2024
3.4-3.5,320-329,P003794,Reject,Fall 2024
3.7-3.9,320-329,P003603,Admit,Fall 2023
3.0-3.2,310-319,P004716,Reject,Fall 2026
3.5-3.7,320-329,P003676,Admit,Fall 2026
3.2-3.4,300-309,P003522,Reject,Fall 2026
3.9-4.0,320-329,P004791,Admit,Fall 2021
3.7-3.9,310-319,P002051,Admit,Fall 2025
3.7-3.9,310-319,P001178,Reject,Fall 2025
3.5-3.7,300-309,P001173,Admit,Fall 2025
3.5-3.7,300-309,P004226,Waitlist,Fall 2026
3.5-3.7,,P004289,Admit,Fall 2025
3.7-3.9,,P003758,Waitlist,Fall 2025
3.7-3.9,310-319,P003474,Admit,Fall 2026
3.9-4.0,,P001167,Admit,Fall 2023
2.8-3.0,,P002110,Admit,Fall 2023
3.4-3.5,,P004184,Reject,Fall 2024
3.4-3.5,,P000682,Admit,Fall 2025
3.9-4.0,320-329,P002290,Reject,Fall 2025
3.5-3.7,310-319,P003351,Reject,Fall 2024
3.5-3.7,310-319,P003053,Admit,Fall 2025
3.7-3.9,,P000892,Admit,Fall 2023
3.2-3.4,320-329,P003838,Admit,Fall 2024
3.5-3.7,310-319,P002055,Admit,Fall 2026
3.5-3.7,320-329,P002744,Admit,Fall 2024
3.4-3.5,300-309,P000311,Admit,Fall 2026
3.2-3.4,,P000117,Reject,Fall 2026
3.4-3.5,,P000602,Reject,Fall 2024
3.2-3.4,330-340,P002191,Admit,Fall 2025
3.7-3.9,320-329,P002285,Admit,Fall 2024
3.7-3.9,330-340,P002964,Admit,Fall 2021
3.7-3.9,320-329,P000846,Reject,Fall 2024
3.5-3.7,320-329,P001524,Admit,Fall 2025
3.5-3.7,330-340,P003013,Waitlist,Fall 2025
3.4-3.5,310-319,P003729,Reject,Fall 2026
3.4-3.5,320-329,P004881,Reject,Fall 2026
3.5-3.7,320-329,P002628,Admit,Fall 2022
3.4-3.5,,P003329,Admit,Fall 2024
2.8-3.0,310-319,P004241,Reject,Fall 2022
3.7-3.9,320-329,P000758,Admit,Fall 2024
3.5-3.7,320-329,P002447,Reject,Fall 2021
3.5-3.7,,P001926,Admit,Fall 2025
3.0-3.2,,P000424,Reject,Fall 2026
3.7-3.9,,P000618,Admit,Fall 2026
3.4-3.5,330-340,P001251,Waitlist,Fall 2024
3.4-3.5,300-309,P001523,Waitlist,Fall 2025
3.4-3.5,,P000113,Admit,Fall 2026
3.7-3.9,320-329,P002458,Admit,Fall 2026
3.7-3.9,,P001167,Admit,Fall 2026
3.5-3.7,,P002595,Waitlist,Fall 2024
3.5-3.7,,P004552,Admit,Fall 2026
3.4-3.5,320-329,P000104,Reject,Fall 2026
3.0-3.2,,P004572,Reject,Fall 2026
3.2-3.4,320-329,P004216,Reject,Fall 2022
3.9-4.0,320-329,P001270,Admit,Fall 2024
3.4-3.5,,P001203,Reject,Fall 2026
3.2-3.4,310-319,P002350,Reject,Fall 2025
3.7-3.9,310-319,P002115,Admit,Fall 2026
3.4-3.5,320-329,P001063,Admit,Fall 2025
3.5-3.7,320-329,P003576,Admit,Fall 2025
3.9-4.0,310-319,P003023,Admit,Fall 2025
3.9-4.0,330-340,P000989,Admit,Fall 2023
3.9-4.0,320-329,P003223,Admit,Fall 2026
3.2-3.4,310-319,P002116,Admit,Fall 2024
3.2-3.4,320-329,P001481,Reject,Fall 2023
3.7-3.9,310-319,P003936,Admit,Fall 2026
3.4-3.5,320-329,P000938,Reject,Fall 2026
3.4-3.5,,P003172,Admit,Fall 2024
3.5-3.7,,P004903,Admit,Fall 2026
3.5-3.7,320-329,P002631,Admit,Fall 2023
3.5-3.7,320-329,P002891,Admit,Fall 2024
3.0-3.2,,P002065,Reject,Fall 2024
3.7-3.9,310-319,P000223,Waitlist,Fall 2021
3.2-3.4,,P003777,Admit,Fall 2025
3.9-4.0,320-329,P001623,Admit,Fall 2023
3.7-3.9,320-329,P003503,Admit,Fall 2022
3.5-3.7,320-329,P000177,Reject,Fall 2025
3.5-3.7,,P004114,Reject,Fall 2023
3.5-3.7,320-329,P004157,Admit,Fall 2026
3.9-4.0,310-319,P004108,Admit,Fall 2026
3.9-4.0,310-319,P003337,Admit,Fall 2024
3.4-3.5,330-340,P001506,Admit,Fall 2024
3.5-3.7,310-319,P001330,Admit,Fall 2021
3.4-3.5,330-340,P003938,Reject,Fall 2022
3.5-3.7,,P000187,Waitlist,Fall 2024
3.7-3.9,320-329,P000545,Waitlist,Fall 2026
3.5-3.7,,P003744,Reject,Fall 2025
3.7-3.9,300-309,P000343,Admit,Fall 2023
3.0-3.2,320-329,P004325,Admit,Fall 2025
3.7-3.9,,P003074,Reject,Fall 2026
3.7-3.9,330-340,P004168,Admit,Fall 2022
3.2-3.4,320-329,P003668,Reject,Fall 2024
3.7-3.9,,P000037,Admit,Fall 2025
3.7-3.9,320-329,P004972,Reject,Fall 2024
3.7-3.9,320-329,P002238,Reject,Fall 2026
3.2-3.4,320-329,P002454,Admit,Fall 2022
3.7-3.9,310-319,P001423,Admit,Fall 2024
3.4-3.5,310-319,P002710,Waitlist,Fall 2026
3.5-3.7,,P002321,Reject,Fall 2025
3.7-3.9,330-340,P002964,Admit,Fall 2025
3.4-3.5,320-329,P002467,Reject,Fall 2021
3.2-3.4,300-309,P004743,Reject,Fall 2023
3.5-3.7,290-299,P000044,Reject,Fall 2025
3.7-3.9,320-329,P003098,Admit,Fall 2023
3.7-3.9,,P004256,Admit,Fall 2024
3.7-3.9,310-319,P000593,Admit,Fall 2021
3.4-3.5,300-309,P001902,Reject,Fall 2024
3.4-3.5,310-319,P004841,Admit,Fall 2026
3.4-3.5,320-329,P002673,Reject,Fall 2025
3.7-3.9,320-329,P003354,Reject,Fall 2021
3.5-3.7,,P003673,Admit,Fall 2023
3.5-3.7,310-319,P001251,Admit,Fall 2026
3.7-3.9,,P000335,Admit,Fall 2024
3.4-3.5,320-329,P004416,Reject,Fall 2026
3.0-3.2,330-340,P002397,Reject,Fall 2022
3.7-3.9,320-329,P001625,Admit,Fall 2023
3.5-3.7,320-329,P003595,Waitlist,Fall 2025
3.4-3.5,,P000056,Reject,Fall 2024
3.7-3.9,320-329,P003135,Waitlist,Fall 2024
3.7-3.9,310-319,P003945,Admit,Fall 2026
3.4-3.5,320-329,P003341,Reject,Fall 2026
3.0-3.2,310-319,P002393,Admit,Fall 2024
3.7-3.9,,P002123,Admit,Fall 2023
3.7-3.9,300-309,P000648,Admit,Fall 2026
3.5-3.7,,P000932,Waitlist,Fall 2023
3.5-3.7,,P000294,Reject,Fall 2025
2.8-3.0,,P001256,Reject,Fall 2026
3.4-3.5,300-309,P000822,Reject,Fall 2024
3.4-3.5,290-299,P003849,Waitlist,Fall 2024
3.2-3.4,320-329,P004754,Reject,Fall 2024
3.0-3.2,,P001133,Admit,Fall 2025
3.4-3.5,310-319,P000243,Admit,Fall 2024
3.7-3.9,320-329,P001676,Admit,Fall 2026
